payment_id,PARTN,AVKON,SGTXT,KWBTR,KWAER,BVDAT
[5089],SP Consulting,KR19XONN22004093612755,receipt number INV100000000013992 ,87643794.65,KRW,20031027
[5090],TerraNova Energy Co.,KR69MWND72849777139761,PAY INV100000000035726 ,159382357.27,KRW,20211013
[5091],Nakamura & Co. 株式会社,IE96HMFG05609084516214,9144963025 ,82479.01000000001,EUR,20191011
[5092],DF Solutions,IE84PFGD56213172748980,ORDER OF  10000018649 9850309253,239817.71,EUR,20131008
[5093],Hassan & Sons Pvt. Ltd.,ES92SDAP43749596766651,930156810 1000017080 INV100000000001453,236472.42,EUR,20090929
[5094],OF Trading,ZW97JTDO82348480752347,receipt number  INV100000000000461 REF az7jd7ih3apl,198980.28,USD,20161001
[5095],OF Trading,ZW97JTDO82348480752347,receipt number 5290999866  REF tbwyt6bpgr96f2j,14716.600000000006,USD,20161021
[5096],Park & Lee Solutions,IT83HNTK03307549550825,ORDER OF - 7100969069 - 1739336347 ,154452.13999999998,EUR,20071002
[5097],Rossi Family Ventures,CH85XPHK60079323701744,8078804186 ,245330.25,CHF,20001007
[5098],Hassan & Sons Pvt. Ltd.,ES12GKZF14685184041382, 100000009469 INV100000000045620,105467.35,EUR,20031004
[5099],Ramirez & Hijos Consultoría,EC52ABOT61230474486347,receipt number INV10000000002823 ,49075.61,USD,20011012
[5100],Ramirez & Hijos Consultoría,EC52ABOT61230474486347,receipt number INV1000000000208233 ,93450.36,USD,20011005
[5101],Ferrari & Figli SRL,SV33QXSG98847568135628,ORDER OF NO 0: 4988510761 & NO 1: 9427042619 & NO 2: 5854196230 & NO 3: 1307825121 & NO 4: 4664632272 ,834375.26,USD,20201003
[5102],Crimson Event Management,SV12OVQE34825959716219,receipt number INV10000000006582  REF iqb,114344.1,USD,20111004
[5103],Kim & Choi Electronics,FR90VMJD61142441117749,ORDER OF 7217542477  m3l,83158.39,EUR,20040930
[5104],Kim & Choi Electronics,FR90VMJD61142441117749,ORDER OF 8186965557  w5cbh37iygyrlj,84928.93,EUR,20031007
[5105],TerraNova Energy Co.,KR69MWND72849777139761,PAY INV100000000014818 ,52747790.89,KRW,20060928
[5106],Red Maple Ventures,US77ISES92996107819674,payment  INV100000000011389,15894.9,USD,20071016
[5107],AMX INDUSTRIES,SE24QMID07942349086678,receipt number 0185772129 ,1575951.18,SEK,20001009
[5108],Ferrari & Figli SRL,SV41OAYF71955705708972,ORDER OF  INV100000000005057,43282.85,USD,20211022
[5109],Ferrari & Figli SRL,SV41OAYF71955705708972,ORDER OF  INV10000000000557,66092.12,USD,20211028
[5110],Vista Health Care Services,SV33LFZT25489849531543,payment  1256000185,49751.0,USD,20230928
[5111],Zhao & Sons Ltd.,EU21QINT89660374269417,payment 653699477  REFERENCE dctu,28262.57,EUR,20161001
[5112],Zhao & Sons Ltd.,EU21QINT89660374269417,payment 635369947  REFERENCE zqluo7m,24552.58,EUR,20161004
[5113],Bertolini & Figli S.p.A.,JP94HCND63476630811658,RECEIPT + 1284354485 & + 3094855636 & + 0059790743 & + 3929653643 ,125007734.77999999,JPY,20061020
[5114],BC Ventures,JP10BDVR92723039543589,INV100000000000098 ,40582738.95,JPY,20030928
[5115],ADL TECH,US53XGYW08718806659176, INV100000000024925,228545.91,USD,20051010
[5116],Hassan & Sons Pvt. Ltd.,ES92SDAP43749596766651,913687118 1458 ,79529.41,EUR,20120928
[5117],Ivanov & Partners Ltd.,SV24IRDC19095196302839,ORDER OF  INV1000000000702266,55825.19,USD,20080923
[5118],Infinity Edge Technologies,ES20WSWB76296960053374,PAY  3067187847,259598.64,EUR,20150923
[5119],Santos & Filho Lda.,AU97ZBMB38756221380797,PAY  7056217426,113008.69,AUD,20160926
[5120],Pacific Ocean Fisheries,PA70JIXZ70733964113197,#RECEIPT:  198 9397929421,142077.4,USD,20241003
[5121],Tanaka Corp.,ZW75TRXQ41847808286596,#RECEIPT: 9390233547 ,203606.72,USD,20070922
[5122],Bertolini & Figli S.p.A.,JP54HUNA79643944411277,RECEIPT 4078208975 ,22767907.689999998,JPY,20130930
[5123],Liu & Chao Engineering,NO67KUKR75990558614961,RECEIPT  INV100000000022905,3315785.85,NOK,20121011
[5124],Liu & Chao Engineering,NO67KUKR75990558614961,RECEIPT  INV100000000022905,238483.2799999998,NOK,20121007
[5125],Aurora Digital Labs,US30QLXI48317160457318,no 0: 0247053369 | no 1: 5807778828 | no 2: 0440540997 ,705055.0599999999,USD,20030930
[5126],Ramirez & Hijos Consultoría,EC45BJUL50595414411480,receipt number  0985 311557,21156.9,USD,20221004
[5127],Rossi Family Ventures,CH63NCZR79469934122522,5978838729 ,169294.61,CHF,20171006
[5128],Dubois Holdings,ZW73TTWK41724804348548, 10000000008960 INV100000000020446 NUM 3289sdpyoovz1,127229.8,USD,20211027
[5129],Galaxy IT Services,JP55URXX19922438559959,payment  053142 5713 7ry1dvn,19650112.47,JPY,20041006
[5130],Zhao & Sons Ltd.,EU73WLSA12736180675587,payment  INV100000000001325 REFERENCE gbb37hk5vj,48138.37,EUR,20041009
[5131],VHI MANUFACTURING,EC96HOBH95227782115933,8346841999 10000000002670 ,118819.78,USD,20171005
[5132],Dupont & Frères SARL,IE84PFGD56213172748980,ORDER OF  10021452 5197988326,22391.75,EUR,20210928
[5133],Dupont & Frères SARL,IE84PFGD56213172748980,ORDER OF  115931 5179988236,14509.849999999999,EUR,20211005
[5134],Park & Lee Solutions,IT16HXHD15991479959515,ORDER OF - 6427949054 - 1354485381 - 0660268842 - 5344310283 ,1086785.21,EUR,20091006
[5135],Ferrari & Figli SRL,SV41OAYF71955705708972,ORDER OF NO 0: 2566321839 & NO 1: 5240630671 & NO 2: 4082938272 & NO 3: 7281333742 & NO 4: 8458560544 ,854371.9299999999,USD,20061011
[5136],GXS TECH,JP23AAOZ43884105635802,payment  7165366885 vfj7cp,42807730.95,JPY,20191019
[5137],Kim & Choi Electronics,FR90VMJD61142441117749,ORDER OF 05485553212 INV100000000015648 eo46gy00l7fv44v,7078.98,EUR,20011015
[5138],Kim & Choi Electronics,FR90VMJD61142441117749,ORDER OF 548555321  apnknmjhf4a84u,188345.77,EUR,20011001
[5139],Ferrari & Figli SRL,SV41OAYF71955705708972,ORDER OF NO 0: 2855126562 & NO 1: 0397106458 & NO 2: 3076731024 & NO 3: 3116830124 & NO 4: 7978916577 ,778796.76,USD,20010928
[5140],Schmidt & Partners AG,KR19XONN22004093612755,receipt number  8670423234,319517489.04,KRW,20221010
[5141],Dupont & Frères SARL,IE84PFGD56213172748980,ORDER OF  100015582 805669217,80797.46,EUR,20241003
[5142],Zhang & Co. Limited,US66ATQU07222594115933,receipt number INV100000000007970 ,46274.12,USD,20031020
[5143],Tanaka & Co. 株式会社,ZW93RJDG67969379417643,#RECEIPT:  INV10000000000356,270269.68,USD,20241002
[5144],Vulcan Heavy Industries,EC96HOBH95227782115933,755409640 1000000882 INV100000000021129,244944.99,USD,20151019
[5145],Dupont & Frères SARL,IE69OHOG46653629276946,ORDER OF  10000000001481 198 2492116,96599.27,EUR,20051004
[5146],Patel & Sons Pvt. Ltd.,SV68CHTX17930433876614,RECEIPT INV100000000000508 ,112107.65000000001,USD,20140929
[5147],Galaxy IT Services,JP55URXX19922438559959,payment INV100000000003369  c31ttrz4rdq2,32257376.37,JPY,20011016
[5148],Ivanov & Sons Engineering,EC86PWTQ21090281441629,PAY  3420996040 rcf,239270.64,USD,20241018
[5149],Ivanov & Sons Engineering,EC86PWTQ21090281441629,PAY  3420996040 5heoog44jsbrur,153970.82,USD,20241016
[5150],Ivanov & Sons Engineering,EC86PWTQ21090281441629,PAY INV100000000010528  myawf8r39c3q2,67171.87,USD,20241016
[5151],Tanaka & Co. 株式会社,ZW28TTSS20204212538805,#RECEIPT: 6278164833 INV10 0000000001728,77308.48,USD,20031026
[5152],Tanaka & Co. 株式会社,ZW28TTSS20204212538805,#RECEIPT:  INV1000009000001728,37840.88,USD,20031008
[5153],Tanaka & Co. 株式会社,ZW28TTSS20204212538805,#RECEIPT: 6278164833 V100000000001728,224220.07,USD,20031003
[5154],Santos & Filhos Comércio,DE12ZGPZ32978096835652,RECEIPT  + 4843878552 + 1383307914,94183.78,EUR,20221010
[5155],Kim & Lee Technologies,US78QMZQ98005519667632,INV100000000019944 100014477 ,46204.22,USD,20091019
[5156],Kim & Lee Technologies,US78QMZQ98005519667632, 10000000005395 6532120893,22126.42,USD,20091003
[5157],Infinity Edge Technologies,ES20WSWB76296960053374,PAY INV1 00000000013135 ,116224.63,EUR,20120924
[5158],Hassan & Sons Pvt. Ltd.,ES92SDAP43749596766651, 198 INV100000000012882,202332.64,EUR,20180926
[5159],Tanaka & Co. 株式会社,ZW28TTSS20204212538805,#RECEIPT:  INV100000000010967,53201.8,USD,20170924
[5160],Tanaka & Co. 株式会社,ZW28TTSS20204212538805,#RECEIPT:  INV100000000010967,7385.489999999998,USD,20171027
[5161],Smith & Co. Consulting,US39LQPR74145958066550,RECEIPT  9597470664,283341.47,USD,20121029
[5162],Rossi & Figli Costruzioni,SV38XHWS88142304184916,ORDER OF  INV100000000001202,95849.1,USD,20241005
[5163],Bianchi & Figli SRL,IE68ILGN99832823108385,RECEIPT  INV100000000009451,190146.00999999998,EUR,20231002
[5164],Crimson Event Management,SV13RFGV72362679181165,receipt number INV10000000002993  REF pxmnmxneuvpmvqv,125768.37,USD,20061006
[5165],Crimson Event Management,SV13RFGV72362679181165,receipt number INV1000100000002993  REF cgvbp6,142131.57999999996,USD,20060926
[5166],Dupont & Frères SARL,IE84PFGD56213172748980,ORDER OF  1000442 661313168 7,75184.5,EUR,20071006
[5167],Dupont & Frères SARL,IE84PFGD56213172748980,ORDER OF  100000000012645 661313187,56483.57000000001,EUR,20071011
[5168],Dupont & Frères SARL,IE84PFGD56213172748980,ORDER OF INV100000000004221 1000000010592 4139132536,131965.81,EUR,20231008
[5169],Red Maple Ventures,US49XYJM88732373778550,payment  INV100000000019749,229086.16,USD,20111016
[5170],Kim & Lee Technologies,US53GHZR45112000591922,INV00000000005281 199 ,93851.91,USD,20161029
[5171],RFC_88990,SV95MCMF41180229649407,ORDER OF  INV100000000011706,141090.76,USD,20201001
[5172],Bianchi & Figli SRL,IE59MSHD42615312543793,RECEIPT 3076316003 ,123842.18,EUR,20231002
[5173],Galaxy IT Services,JP55URXX19922438559959,payment INV100000000004 571  fe67w5f3xwaxy,9054358.15,JPY,20041003
[5174],Galaxy IT Services,JP55URXX19922438559959,payment INV100000000004571  jjplzic9rzytl,6471527.67,JPY,20040922
[5175],Aurora Digital Labs,US31CIEQ61908694669203, INV100000000000601,177630.26,USD,20111012
[5176],Apollo Catering Services,EC65DGAR74950078797614,RECEIPT  8498618746,105619.65,USD,20201011
[5177],Apollo Catering Services,EC65DGAR74950078797614,RECEIPT INV100000000003051 ,45507.66000000001,USD,20201007
[5178],Kim & Lee Technologies,US07VGMG69140207635056,INV100000000003613 10004433 ,186094.94,USD,20180927
[5179],AeroMax Manufacturing,SE93IYZL44325532398846,receipt number  1INV100000000002815,1941090.13,SEK,20061020
[5180],AeroMax Manufacturing,SE93IYZL44325532398846,receipt number  INV100000000 002815,1075293.73,SEK,20061005
[5181],OF Trading,ZW61NWKH00776954994515,receipt number 0669582304  REF jghcqs,23352.55,USD,20131004
[5182],OF Trading,ZW61NWKH00776954994515,receipt number 0669582304 INV100000000006382 REF qg4,27647.140000000003,USD,20131004
[5183],Dubois & Co. S.A.R.L.,ZW56XFHN11186257856366,1401861043 1998 INV10000000000141 NUM w24grt8rrhrnmq,235223.88,USD,20081020
[5184],Dubois & Co. S.A.R.L.,ZW36YWNE17469290674294,6357849200 10000004619 INV100000000019097 NUM yccke,24538.579999999998,USD,20120930
[5185],Bertolini & Co. SRL,JP35QALD51885621071608, NO 0: 157 0876277NO 1: 1505677454,81366839.63,JPY,20071001
[5186],Shoreline Property Group,PA04ULMP25623811229020,06320847  REFERENCE xq08o,162484.9,USD,20080927
[5187],TerraNova Energy Co.,KR69MWND72849777139761,PAY  1951221939,48312923.9,KRW,20221015
[5188],TerraNova Energy Co.,KR69MWND72849777139761,PAY INV100000000003306 ,21095587.64,KRW,20221014
[5189],TerraNova Energy Co.,KR69MWND72849777139761,PAY  1951221939,52118579.94,KRW,20221016
[5190],Bertolini & Figli S.p.A.,JP52NVBD41881113710759,RECEIPT 3487478466 INV1300000000008182,15231954.74,JPY,20181002
[5191],P&C Enterprises,ZW41ZNUS76964877114424,RECEIPT  1998 INV100000000016998 NUM qb4x27j51pig0x,196435.76,USD,20070930
[5192],P&C Enterprises,ZW41ZNUS76964877114424,RECEIPT  1999 INV100000000016998 NUM dh5ogpw6pby51,216083.04000000004,USD,20071001
[5193],P&C Enterprises,ZW71WJDX88155642569867,RECEIPT  1000000003497 INV100000000017058 NUM vp0c709spb4con1,101633.04,USD,20111010
[5194],Ramirez & Hijos Servicios,EC70IUTA50525270767302,receipt number 7777614600  t1qj05c8f8rn36k,403918.16,USD,20071010
[5195],Ramirez & Hijos Consultoría,EC45BJUL50595414411480,receipt number INV1000000000119556 ,97240.33,USD,20101001
[5196],Shoreline Property Group,PA04ULMP25623811229020,"- 1013172477, - 2226896449, - 8775383893, - 0382862135  REFERENCE gtwn2",718598.18,USD,20160927
[5197],H&S Enterprises,ES12GKZF14685184041382, 10000003427 INV100000000014713,143232.51,EUR,20180927
[5198],Nakamura & Co. 株式会社,IE96HMFG05609084516214, NV100000000007027,91192.88,EUR,20201021
[5199],Aurora Digital Labs,US30QLXI48317160457318, INV10000000004430,75832.43,USD,20051001
[5200],Ramirez & Hijos Consultoría,EC45BJUL50595414411480,receipt number  425753309,117348.78,USD,20000920
[5201],Ramirez & Hijos Consultoría,EC45BJUL50595414411480,receipt number  4257530309,23977.570000000007,USD,20000927
[5202],SC Trading,ZW59RLKV09075233491043,receipt number  INV100000000013878,123810.65,USD,20240920
[5203],Infinity Edge Technologies,ES20WSWB76296960053374,PAY  8960865434,295261.19,EUR,20071008
[5204],Rossi & Figli S.p.A.,CH85AJPU47348124813492,6413629393 ,31745.79,CHF,20151012
[5205],Galaxy IT Services,JP23AAOZ43884105635802,payment INV1000060000001224  rae1y7,16139735.56,JPY,20220925
[5206],Schmidt & Partners AG,KR68QQJI37882869633333,receipt number INV100000000 001304 ,347886942.45,KRW,20181022
[5207],Ramirez & Hijos Consultoría,EC52ABOT61230474486347,receipt number I NV100000000004921 ,279306.89,USD,20131029
[5208],Santos Trading Co.,DE12ZGPZ32978096835652,RECEIPT INV100000000001916 ,268182.36,EUR,20070930
[5209],Santos Trading Co.,DE80EVCP03273345215817,RECEIPT  4129622315,114398.29,EUR,20220920
[5210],RFC_88990,SV90XIEB98407044017160,ORDER OF  INV100000000012416,29994.61,USD,20001002
[5211],RFC_88990,SV90XIEB98407044017160,ORDER OF 0334377006 ,89393.15,USD,20001013
[5212],Patel & Sons Pvt. Ltd.,SV22EZNA58441680215504,RECEIPT  2548585609,112188.37,USD,20160928
[5213],Nakamura & Co. 株式会社,IE84AKGT88064699207138,9368440422 ,96087.66,EUR,20011016
[5214],Schmidt & Partners AG,KR15KTIM74742481581055,receipt number  61256301496,32631222.86,KRW,20201009
[5215],Schmidt & Partners AG,KR15KTIM74742481581055,receipt number  61256301426,13558890.590000004,KRW,20201009
[5216],Patel & Co. Pvt. Ltd.,ZW76GAMT92974160785191,RECEIPT  10002226 INV10000000001879 NUM 2ccoasg2h,28874.08,USD,20010930
[5217],Patel & Co. Pvt. Ltd.,ZW76GAMT92974160785191,RECEIPT  19510 INV100000000016 879 NUM o77i9re38ut8,37495.259999999995,USD,20011006
[5218],OpalStone Mining Inc.,ES61SPTI39154749449893,receipt number  10004519 9988023506,193075.48,EUR,20140928
[5219],Schmidt & Co. Handels,ZW12LHLP01902321935235,receipt number 3370657428 4863912141 6957247677 ,681028.23,USD,20211001
[5220],Global Solutions Ltd,NZ81PSLN50784663347230,RECEIPT  REF 0: 9486756513 & REF 1: 723804067 & REF 2: 648643113 & REF 3: 991033721 & REF 4: 219621516,1405316.4,NZD,20010927
[5221],TNE RESOURCES,KR69MWND72849777139761,PAY INV100000000013405 7625065407,154813431.36,KRW,20101010
[5222],Oliveira & Filhos Comércio,ZW97JTDO82348480752347,receipt number  INV100000000012271 REF 45iol79srrjqo,38459.24,USD,20001002
[5223],Ivanov & Partners Ltd.,SV72COVR08960277816802,ORDER OF 93960470 93 ,11712.59,USD,20040928
[5224],Ivanov & Partners Ltd.,SV72COVR08960277816802,ORDER OF 3996047093 ,12989.14,USD,20040930
[5225],Global Solutions Ltd,NZ02NLRN50617319621356,RECEIPT INV100000000024399 ,164066.74,NZD,20231002
[5226],Zhang & Co. Limited,US49NYRG26232164607062,receipt number INV100000000016321 ,30438.04,USD,20130922
[5227],Zhang & Co. Limited,US49NYRG26232164607062,receipt number INV100000000016321 ,14878.239999999998,USD,20131025
[5228],Renault & Fils SARL,EU39QKFV96686500836193,RECEIPT  INV1000000 00008030,177322.78,EUR,20041003
[5229],Rossi & Figli S.p.A.,CH63NCZR79469934122522,+ 6815790214 + 2261381016 + 9577139124 + 6201944951 + 5282606906 ,683511.1900000001,CHF,20110925
[5230],Hassan & Co. Ltd.,ES21DMQH18438233280127,ORDER OF INV10000 0000008632 ,187388.48,EUR,20101002
[5231],Pacific Ocean Fisheries,PA47WMHH62842661445532,#RECEIPT:  10009686 1218846035,75376.05,USD,20241009
[5232],Pacific Ocean Fisheries,PA47WMHH62842661445532,#RECEIPT:  100071375 1218846035,50277.16,USD,20241002
[5233],RF Solutions,EU39QKFV96686500836193,RECEIPT 7517600523 ,114953.83,EUR,20080930
[5234],RF Solutions,EU39QKFV96686500836193,RECEIPT  INV100000000011380,75137.45,EUR,20081005
[5235],Patel & Sons Pvt. Ltd.,SV22EZNA58441680215504,RECEIPT  0287333006,206304.84,USD,20081006
[5236],Kim & Choi Electronics,FR90VMJD61142441117749,ORDER OF  INV100000000011847 xdy68ib,43045.07,EUR,20210929
[5237],Rossi & Figli Costruzioni,SV38XHWS88142304184916,ORDER OF  INV1 00000000001298,154099.66,USD,20131009
[5238],Dubois & Frères SARL,ZW27IZUX97571132337325,receipt number  9019565918,20401.14,USD,20011016
[5239],Dubois & Frères SARL,ZW27IZUX97571132337325,receipt number  9019565918,40082.08,USD,20011103
[5240],Shoreline Property Group,PA04ULMP25623811229020,3091518680  REFERENCE op9hy03,115032.51,USD,20171008
[5241],SC CONSULTING GROUP,US68TYWD93527713228340,RECEIPT  9849451269,60058.61,USD,20141010
[5242],GXS TECH,JP50GUYI77851264062222,payment INV100000000008357  wm2lkxnb4hw87,3395402.61,JPY,20080930
[5243],Red Maple Ventures,US72PKFU92746836124279,"payment ref 0: 864296149, ref 1: 571459131, ref 2: 8897044360, ref 3: 44 49957531 ",498964.11000000004,USD,20111004
[5244],SPG REALTY,PA42MWCM68536817599324, INV100000000003244 REFERENCE 6jj2n7v5r1,297629.58,USD,20120928
[5245],Schmidt & Co. Handels,ZW12LHLP01902321935235,receipt number 8339561562 6564084704 4046615036 ,280526.52,USD,20201011
[5246],Dubois & Co. S.A.R.L.,ZW36YWNE17469290674294,448719472149436733249988826249546512195699892153351264835226 100002752  NUM ifz1l9ph4h9les,817071.04,USD,20231028
[5247],Pacific Ocean Fisheries,PA07YBHQ30636811836252,#RECEIPT: INV100000000001671 1003253 ,129963.15,USD,20241016
[5248],Pacific Ocean Fisheries,PA07YBHQ30636811836252,#RECEIPT: INV100000000001671 10987 ,165030.85,USD,20240927
[5249],Ferrari & Figli SRL,SV41OAYF71955705708972,ORDER OF  INV1000000000306010,297936.14,USD,20021016
[5250],Nakamura Corp.,IE96HMFG05609084516214,3052060396 ,160483.36,EUR,20211022
[5251],Aurora Digital Labs,US30QLXI48317160457318,993214563 ,37291.08,USD,20171031
[5252],Aurora Digital Labs,US30QLXI48317160457318,4 993214563 INV100000000020539,157251.20999999996,USD,20170928
[5253],Infinity Edge Technologies,ES20WSWB76296960053374,PAY  6219332514,35027.29,EUR,20021011
[5254],Infinity Edge Technologies,ES20WSWB76296960053374,PAY  6219332514,103243.63999999998,EUR,20021027
[5255],Kim & Choi Electronics,FR30KSSC94928415856154,"ORDER OF no 0: 1432766780, no 1: 8232253924  5eqehss6onb4w",435982.02,EUR,20190929
[5256],Vulcan Heavy Industries,EC96HOBH95227782115933, 12675 INV100000000016824,79213.95,USD,20121012
[5257],Vulcan Heavy Industries,EC96HOBH95227782115933, 100000001109 INV1000000200016824,46581.26,USD,20121006
[5258],Vulcan Heavy Industries,EC96HOBH95227782115933,2758675753 1000015235 INV10000000001682,64237.51999999999,USD,20120930
[5259],VHI MANUFACTURING,EC96HOBH95227782115933,5420408920 10000000011492 ,541521.07,USD,20150923
[5260],Schmidt & Co. Handels,ZW12LHLP01902321935235,receipt number 2137007156 6528703264 1886176651 ,418779.28,USD,20141009
[5261],Rossi & Figli Costruzioni,SV38XHWS88142304184916,ORDER OF  INV100000000037997,79078.55,USD,20020927
[5262],Rossi & Figli S.p.A.,CH49DGUS89277589722397,32400092 ,215864.29,CHF,20031005
[5263],Zhang & Co. Limited,US15SVBG74166913229289,receipt number  20 93054453,130099.33,USD,20050921
[5264],DF Holdings,ZW27IZUX97571132337325,receipt number  ref 0: 1539905519 & ref 1: 7532991913 & ref 2: 2587858784 & ref 3: 4310579969,639386.68,USD,20001027
[5265],Crimson Event Management,SV84DXDX31456639442288,receipt number  2791475322 REF 7r72wd4,412541.46,USD,20021012
[5266],GXS TECH,JP50GUYI77851264062222,payment  7955672125 vi17nun2lv,29440296.02,JPY,20240927
[5267],Schmidt & Co. Handels,ZW59RLKV09075233491043,receipt number  INV10000000000 8635,227548.62,USD,20111008
[5268],BHT TOURS,JP26PWMP40022856455126,INV100000000009613 ,28720294.93,JPY,20100926
[5269],Schmidt & Co. Handels,ZW12LHLP01902321935235,receipt number  INV1000 00000012309,13129.58,USD,20171014
[5270],Global Solutions Ltd,NZ23ASPV82390100333596,RECEIPT  REF 0: 5838882649 & REF 1: 9321287146 & REF 2: 9734140478 & REF 3: 5797242470,764581.7,NZD,20121013
[5271],Rossi & Figli S.p.A.,CH85XPHK60079323701744,94197328441 ,4604.76,CHF,20240924
[5272],Rossi & Figli S.p.A.,CH85XPHK60079323701744,89419732841 ,36604.15,CHF,20240930
[5273],CEM PLANNERS,SV12OVQE34825959716219,receipt number  + 5868975340 & + 6361151893 & + 9988533751 REF tq1f,313698.5,USD,20171003
[5274],Santos & Filhos Comércio,DE67TWOT27656151807588,RECEIPT  070683082,107460.43,EUR,20121008
[5275],P&C Enterprises,ZW71WJDX88155642569867,RECEIPT 9937725788 1921  NUM 0j3tbtg,140171.87,USD,20211009
[5276],P&C Enterprises,ZW71WJDX88155642569867,RECEIPT 9937725788 101322  NUM t69wpbwt6igh,94576.91999999998,USD,20211001
[5277],LC Engineering,NO67KUKR75990558614961,RECEIPT  INV100000000017015,1247699.74,NOK,20120929
[5278],H&Co. Enterprises,ES07OXCB65709636961461,ORDER OF  0110484869,21389.44,EUR,20070924
[5279],H&Co. Enterprises,ES07OXCB65709636961461,ORDER OF  0110484869,29244.38,EUR,20070926
[5280],Liu & Chao Engineering,NO83KQHA30401614802459,RECEIPT 3362567742 ,5362988.51,NOK,20190927
[5281],Patel & Sons Pvt. Ltd.,SV13DKNB19215918221296,RECEIPT  3754170894,250761.28,USD,20131006
[5282],SC CONSULTING GROUP,US68TYWD93527713228340,RECEIPT INV100000000012763 ,116577.35,USD,20191013
[5283],Schmidt & Co. Handels,ZW12LHLP01902321935235,receipt number  INV10000000000663,264574.88,USD,20241001
[5284],Liu & Chao Engineering,NO67KUKR75990558614961,RECEIPT 494300324 ,1967115.23,NOK,20031003
[5285],TNE RESOURCES,KR17XYXA58116372865191,PAY  - 4758408926 - 5791526794 - 0715835636 - 1540224269 - 3007231662,1621040015.7,KRW,20071003
[5286],Dupont & Frères SARL,IE84PFGD56213172748980,ORDER OF  1998 ref 0: 692827189 ref 1: 8355527647,483858.58,EUR,20161005
[5287],Nakamura & Co. 株式会社,IE84AKGT88064699207138, INV100000000004676,47312.59,EUR,20231012
[5288],OpalStone Mining Inc.,ES61SPTI39154749449893,receipt number  1000000001351 1867093962,235768.48,EUR,20041003
[5289],Zhao & Sons Ltd.,EU21QINT89660374269417,payment 23380478958  REFERENCE mt0g26usxw,118209.26,EUR,20211015
[5290],Smith & Co. Consulting,US74CBJK60402391623394,RECEIPT  REF 0: 8911783201 REF 1: 5074339771 REF 2: 7961418695 REF 3: 3835348776 REF 4: 6264213302 REF 5: 9286690068,1016818.2,USD,20061003
[5291],Apollo Catering Services,EC06KESO06541453065039,RECEIPT INV100000000006511 ,82864.91,USD,20160920
[5292],Global Solutions Ltd,NZ29LIZK29007033770641,RECEIPT INV1300000000018689 5326627145,370864.73,NZD,20001008
[5293],BF Holdings,JP52NVBD41881113710759,RECEIPT 0632672837 ,8655248.84,JPY,20141010
[5294],Rossi & Figli S.p.A.,CH63NCZR79469934122522,43887321847 ,4160.03,CHF,20021002
[5295],Rossi & Figli S.p.A.,CH63NCZR79469934122522,438732847 INV100000000008333,6345.830000000001,CHF,20021009
[5296],Crimson Event Management,SV84DXDX31456639442288,receipt number INV100000000026348  REF 30mi64gxzfdsb6q,15846.34,USD,20150928
[5297],Crimson Event Management,SV84DXDX31456639442288,receipt number INV100000000026348  REF djukh4g,86706.62,USD,20151007
[5298],Ivanov & Sons Engineering,EC67UYGR03734181648440,PAY  9591313334 tpc1doj1q1j,114231.9,USD,20191013
[5299],Liu & Chao Engineering,NO69NROB02652184475331,RECEIPT 4787878632 ,809245.72,NOK,20061004
[5300],Smith & Co. Consulting,US68TYWD93527713228340,RECEIPT NV100000000012449 ,155804.64,USD,20171003
[5301],Infinity Edge Technologies,ES20WSWB76296960053374,PAY  2350528239,27878.93,EUR,20101013
[5302],Infinity Edge Technologies,ES20WSWB76296960053374,PAY  2350528239,23283.92,EUR,20100925
[5303],Smith & Co. Consulting,US68TYWD93527713228340,RECEIPT INV100000000010206 ,178952.01,USD,20171023
[5304],Schmidt & Partners AG,KR19XONN22004093612755,receipt number  1775165406,101961575.69,KRW,20141013
[5305],Crimson Event Management,SV12OVQE34825959716219,receipt number  + 4898371906 & + 2230296579 & + 3124431198 & + 6998329292 REF 1bw0e68j201f,542447.33,USD,20141003
[5306],Nexus Financial Services,PA09PJVM46986363192179,receipt number 0242939655  REFERENCE dfk33,319767.7,USD,20191002
[5307],Patel & Sons Pvt. Ltd.,SV22EZNA58441680215504,RECEIPT  025264463,68169.65,USD,20230930
[5308],IS Engineering Group,EC07QGSB23709829413003,PAY  NO 0: 7599969090 & NO 1: 5330737006 & NO 2: 5737601604 & NO 3: 0399037918 & NO 4: 8652354273 & NO 5: 8941821604 hr8is5e8r,432470.56000000006,USD,20101015
[5309],Rossi & Figli S.p.A.,CH63NCZR79469934122522,+ 8440407993 + 0740460800 + 6649937977 + 6853422731 ,708645.49,CHF,20101016
[5310],Eagle Financial Group,US55FZFE21568608001876, INV100000000011890,50018.44,USD,20050928
[5311],Zhao & Sons Ltd.,EU73WLSA12736180675587,payment 3714564684  REFERENCE lelmmesula,113303.14,EUR,20181001
[5312],Ivanov & Sons Engineering,EC90BMJQ22184557145398,PAY  1798316334 5ycedp2y394,65021.73,USD,20161016
[5313],Ivanov & Sons Engineering,EC90BMJQ22184557145398,PAY INV100000000016632  7hp83kj,21329.689999999995,USD,20161004
[5314],Vista Health Care Services,SV45AQUO19832173360815,payment  668046296,11874.05,USD,20211012
[5315],Infinity Edge Technologies,ES20WSWB76296960053374,PAY  2712456170,252798.88999999998,EUR,20081009
[5316],Rossi & Figli Costruzioni,SV90XIEB98407044017160,ORDER OF  INV100000000003876,94320.38,USD,20111004
